frame,id,x1,y1,x2,y2,xc,yc,class,wave,video,window
1016,0,1341,251,1630,640,1485,445,palm,0,no_wave_test.mp4,607
1017,0,1348,263,1629,654,1488,458,palm,0,no_wave_test.mp4,607
1018,0,1355,271,1630,666,1492,468,palm,0,no_wave_test.mp4,607
1019,0,1363,277,1637,674,1500,475,palm,0,no_wave_test.mp4,607
1020,0,1365,283,1638,683,1501,483,palm,0,no_wave_test.mp4,607
1021,0,1364,282,1644,686,1504,484,palm,0,no_wave_test.mp4,607
1022,0,1362,287,1648,696,1505,491,palm,0,no_wave_test.mp4,607
1023,0,1361,296,1644,706,1502,501,palm,0,no_wave_test.mp4,607
1024,0,1359,307,1639,721,1499,514,palm,0,no_wave_test.mp4,607
1025,0,1357,314,1636,730,1496,522,palm,0,no_wave_test.mp4,607
1026,0,1356,323,1644,735,1500,529,palm,0,no_wave_test.mp4,607
1027,0,1350,331,1643,743,1496,537,palm,0,no_wave_test.mp4,607
1028,0,1344,337,1638,744,1491,540,palm,0,no_wave_test.mp4,607
1029,0,1337,341,1631,743,1484,542,palm,0,no_wave_test.mp4,607
1030,0,1333,346,1623,757,1478,551,palm,0,no_wave_test.mp4,607
1031,0,1324,348,1613,767,1468,557,palm,0,no_wave_test.mp4,607
1032,0,1319,349,1606,767,1462,558,palm,0,no_wave_test.mp4,607
1033,0,1310,358,1594,770,1452,564,palm,0,no_wave_test.mp4,607
1034,0,1299,357,1575,763,1437,560,palm,0,no_wave_test.mp4,607
1035,0,1291,365,1566,774,1428,569,palm,0,no_wave_test.mp4,607
1036,0,1287,363,1560,771,1423,567,palm,0,no_wave_test.mp4,607
1037,0,1277,369,1547,771,1412,570,palm,0,no_wave_test.mp4,607
1038,0,1272,374,1534,762,1403,568,palm,0,no_wave_test.mp4,607
1039,0,1260,385,1518,765,1389,575,palm,0,no_wave_test.mp4,607
1040,0,1248,397,1508,770,1378,583,palm,0,no_wave_test.mp4,607
1041,0,1243,408,1499,781,1371,594,palm,0,no_wave_test.mp4,607
1042,0,1233,420,1485,791,1359,605,palm,0,no_wave_test.mp4,607
1043,0,1223,425,1471,788,1347,606,palm,0,no_wave_test.mp4,607
1044,0,1216,432,1463,789,1339,610,palm,0,no_wave_test.mp4,607
1045,0,1212,435,1459,788,1335,611,palm,0,no_wave_test.mp4,607
1046,0,1215,437,1454,783,1334,610,palm,0,no_wave_test.mp4,607
1047,0,1210,438,1448,780,1329,609,palm,0,no_wave_test.mp4,607
1048,0,1203,441,1441,781,1322,611,palm,0,no_wave_test.mp4,607
1019,0,1363,277,1637,674,1500,475,palm,0,no_wave_test.mp4,608
1020,0,1365,283,1638,683,1501,483,palm,0,no_wave_test.mp4,608
1021,0,1364,282,1644,686,1504,484,palm,0,no_wave_test.mp4,608
1022,0,1362,287,1648,696,1505,491,palm,0,no_wave_test.mp4,608
1023,0,1361,296,1644,706,1502,501,palm,0,no_wave_test.mp4,608
1024,0,1359,307,1639,721,1499,514,palm,0,no_wave_test.mp4,608
1025,0,1357,314,1636,730,1496,522,palm,0,no_wave_test.mp4,608
1026,0,1356,323,1644,735,1500,529,palm,0,no_wave_test.mp4,608
1027,0,1350,331,1643,743,1496,537,palm,0,no_wave_test.mp4,608
1028,0,1344,337,1638,744,1491,540,palm,0,no_wave_test.mp4,608
1029,0,1337,341,1631,743,1484,542,palm,0,no_wave_test.mp4,608
1030,0,1333,346,1623,757,1478,551,palm,0,no_wave_test.mp4,608
1031,0,1324,348,1613,767,1468,557,palm,0,no_wave_test.mp4,608
1032,0,1319,349,1606,767,1462,558,palm,0,no_wave_test.mp4,608
1033,0,1310,358,1594,770,1452,564,palm,0,no_wave_test.mp4,608
1034,0,1299,357,1575,763,1437,560,palm,0,no_wave_test.mp4,608
1035,0,1291,365,1566,774,1428,569,palm,0,no_wave_test.mp4,608
1036,0,1287,363,1560,771,1423,567,palm,0,no_wave_test.mp4,608
1037,0,1277,369,1547,771,1412,570,palm,0,no_wave_test.mp4,608
1038,0,1272,374,1534,762,1403,568,palm,0,no_wave_test.mp4,608
1039,0,1260,385,1518,765,1389,575,palm,0,no_wave_test.mp4,608
1040,0,1248,397,1508,770,1378,583,palm,0,no_wave_test.mp4,608
1041,0,1243,408,1499,781,1371,594,palm,0,no_wave_test.mp4,608
1042,0,1233,420,1485,791,1359,605,palm,0,no_wave_test.mp4,608
1043,0,1223,425,1471,788,1347,606,palm,0,no_wave_test.mp4,608
1044,0,1216,432,1463,789,1339,610,palm,0,no_wave_test.mp4,608
1045,0,1212,435,1459,788,1335,611,palm,0,no_wave_test.mp4,608
1046,0,1215,437,1454,783,1334,610,palm,0,no_wave_test.mp4,608
1047,0,1210,438,1448,780,1329,609,palm,0,no_wave_test.mp4,608
1048,0,1203,441,1441,781,1322,611,palm,0,no_wave_test.mp4,608
1049,0,1195,443,1435,784,1315,613,palm,0,no_wave_test.mp4,608
1050,0,1198,442,1431,780,1314,611,palm,0,no_wave_test.mp4,608
1051,0,1190,438,1425,778,1307,608,palm,0,no_wave_test.mp4,608
1052,0,1183,436,1420,776,1301,606,palm,0,no_wave_test.mp4,608
1053,0,1179,435,1418,776,1298,605,palm,0,no_wave_test.mp4,608
1054,0,1176,433,1418,779,1297,606,palm,0,no_wave_test.mp4,608
1055,0,1173,429,1412,776,1292,602,palm,0,no_wave_test.mp4,608
1056,0,1181,423,1415,761,1298,592,palm,0,no_wave_test.mp4,608
1057,0,1174,425,1404,765,1289,595,palm,0,no_wave_test.mp4,608
1058,0,1169,422,1399,768,1284,595,palm,0,no_wave_test.mp4,608
1029,0,1337,341,1631,743,1484,542,palm,0,no_wave_test.mp4,609
1030,0,1333,346,1623,757,1478,551,palm,0,no_wave_test.mp4,609
1031,0,1324,348,1613,767,1468,557,palm,0,no_wave_test.mp4,609
1032,0,1319,349,1606,767,1462,558,palm,0,no_wave_test.mp4,609
1033,0,1310,358,1594,770,1452,564,palm,0,no_wave_test.mp4,609
1034,0,1299,357,1575,763,1437,560,palm,0,no_wave_test.mp4,609
1035,0,1291,365,1566,774,1428,569,palm,0,no_wave_test.mp4,609
1036,0,1287,363,1560,771,1423,567,palm,0,no_wave_test.mp4,609
1037,0,1277,369,1547,771,1412,570,palm,0,no_wave_test.mp4,609
1038,0,1272,374,1534,762,1403,568,palm,0,no_wave_test.mp4,609
1039,0,1260,385,1518,765,1389,575,palm,0,no_wave_test.mp4,609
1040,0,1248,397,1508,770,1378,583,palm,0,no_wave_test.mp4,609
1041,0,1243,408,1499,781,1371,594,palm,0,no_wave_test.mp4,609
1042,0,1233,420,1485,791,1359,605,palm,0,no_wave_test.mp4,609
1043,0,1223,425,1471,788,1347,606,palm,0,no_wave_test.mp4,609
1044,0,1216,432,1463,789,1339,610,palm,0,no_wave_test.mp4,609
1045,0,1212,435,1459,788,1335,611,palm,0,no_wave_test.mp4,609
1046,0,1215,437,1454,783,1334,610,palm,0,no_wave_test.mp4,609
1047,0,1210,438,1448,780,1329,609,palm,0,no_wave_test.mp4,609
1048,0,1203,441,1441,781,1322,611,palm,0,no_wave_test.mp4,609
1049,0,1195,443,1435,784,1315,613,palm,0,no_wave_test.mp4,609
1050,0,1198,442,1431,780,1314,611,palm,0,no_wave_test.mp4,609
1051,0,1190,438,1425,778,1307,608,palm,0,no_wave_test.mp4,609
1052,0,1183,436,1420,776,1301,606,palm,0,no_wave_test.mp4,609
1053,0,1179,435,1418,776,1298,605,palm,0,no_wave_test.mp4,609
1054,0,1176,433,1418,779,1297,606,palm,0,no_wave_test.mp4,609
1055,0,1173,429,1412,776,1292,602,palm,0,no_wave_test.mp4,609
1056,0,1181,423,1415,761,1298,592,palm,0,no_wave_test.mp4,609
1057,0,1174,425,1404,765,1289,595,palm,0,no_wave_test.mp4,609
1058,0,1169,422,1399,768,1284,595,palm,0,no_wave_test.mp4,609
1059,0,1163,415,1392,763,1277,589,palm,0,no_wave_test.mp4,609
1060,0,1161,413,1390,763,1275,588,palm,0,no_wave_test.mp4,609
1061,0,1159,411,1389,751,1274,581,palm,0,no_wave_test.mp4,609
1062,0,1160,413,1387,745,1273,579,palm,0,no_wave_test.mp4,609
1063,0,1164,413,1387,738,1275,575,palm,0,no_wave_test.mp4,609
1064,0,1162,413,1385,736,1273,574,palm,0,no_wave_test.mp4,609
1065,0,1166,410,1385,734,1275,572,palm,0,no_wave_test.mp4,609
1066,0,1166,406,1389,734,1277,570,palm,0,no_wave_test.mp4,609
1067,0,1158,403,1388,737,1273,570,palm,0,no_wave_test.mp4,609
1068,0,1154,400,1387,736,1270,568,palm,0,no_wave_test.mp4,609
1039,0,1260,385,1518,765,1389,575,palm,0,no_wave_test.mp4,610
1040,0,1248,397,1508,770,1378,583,palm,0,no_wave_test.mp4,610
1041,0,1243,408,1499,781,1371,594,palm,0,no_wave_test.mp4,610
1042,0,1233,420,1485,791,1359,605,palm,0,no_wave_test.mp4,610
1043,0,1223,425,1471,788,1347,606,palm,0,no_wave_test.mp4,610
1044,0,1216,432,1463,789,1339,610,palm,0,no_wave_test.mp4,610
1045,0,1212,435,1459,788,1335,611,palm,0,no_wave_test.mp4,610
1046,0,1215,437,1454,783,1334,610,palm,0,no_wave_test.mp4,610
1047,0,1210,438,1448,780,1329,609,palm,0,no_wave_test.mp4,610
1048,0,1203,441,1441,781,1322,611,palm,0,no_wave_test.mp4,610
1049,0,1195,443,1435,784,1315,613,palm,0,no_wave_test.mp4,610
1050,0,1198,442,1431,780,1314,611,palm,0,no_wave_test.mp4,610
1051,0,1190,438,1425,778,1307,608,palm,0,no_wave_test.mp4,610
1052,0,1183,436,1420,776,1301,606,palm,0,no_wave_test.mp4,610
1053,0,1179,435,1418,776,1298,605,palm,0,no_wave_test.mp4,610
1054,0,1176,433,1418,779,1297,606,palm,0,no_wave_test.mp4,610
1055,0,1173,429,1412,776,1292,602,palm,0,no_wave_test.mp4,610
1056,0,1181,423,1415,761,1298,592,palm,0,no_wave_test.mp4,610
1057,0,1174,425,1404,765,1289,595,palm,0,no_wave_test.mp4,610
1058,0,1169,422,1399,768,1284,595,palm,0,no_wave_test.mp4,610
1059,0,1163,415,1392,763,1277,589,palm,0,no_wave_test.mp4,610
1060,0,1161,413,1390,763,1275,588,palm,0,no_wave_test.mp4,610
1061,0,1159,411,1389,751,1274,581,palm,0,no_wave_test.mp4,610
1062,0,1160,413,1387,745,1273,579,palm,0,no_wave_test.mp4,610
1063,0,1164,413,1387,738,1275,575,palm,0,no_wave_test.mp4,610
1064,0,1162,413,1385,736,1273,574,palm,0,no_wave_test.mp4,610
1065,0,1166,410,1385,734,1275,572,palm,0,no_wave_test.mp4,610
1066,0,1166,406,1389,734,1277,570,palm,0,no_wave_test.mp4,610
1067,0,1158,403,1388,737,1273,570,palm,0,no_wave_test.mp4,610
1068,0,1154,400,1387,736,1270,568,palm,0,no_wave_test.mp4,610
1069,0,1143,400,1375,737,1259,568,palm,0,no_wave_test.mp4,610
1070,0,1138,399,1369,734,1253,566,palm,0,no_wave_test.mp4,610
1071,0,1131,399,1363,734,1247,566,palm,0,no_wave_test.mp4,610
1072,0,1124,398,1359,735,1241,566,palm,0,no_wave_test.mp4,610
1073,0,1121,399,1358,737,1239,568,palm,0,no_wave_test.mp4,610
1074,0,1126,399,1363,739,1244,569,palm,0,no_wave_test.mp4,610
1075,0,1123,397,1359,737,1241,567,palm,0,no_wave_test.mp4,610
1076,0,1122,396,1358,737,1240,566,palm,0,no_wave_test.mp4,610
1077,0,1122,395,1358,734,1240,564,palm,0,no_wave_test.mp4,610
1078,0,1115,395,1350,732,1232,563,palm,0,no_wave_test.mp4,610
1049,0,1195,443,1435,784,1315,613,palm,0,no_wave_test.mp4,611
1050,0,1198,442,1431,780,1314,611,palm,0,no_wave_test.mp4,611
1051,0,1190,438,1425,778,1307,608,palm,0,no_wave_test.mp4,611
1052,0,1183,436,1420,776,1301,606,palm,0,no_wave_test.mp4,611
1053,0,1179,435,1418,776,1298,605,palm,0,no_wave_test.mp4,611
1054,0,1176,433,1418,779,1297,606,palm,0,no_wave_test.mp4,611
1055,0,1173,429,1412,776,1292,602,palm,0,no_wave_test.mp4,611
1056,0,1181,423,1415,761,1298,592,palm,0,no_wave_test.mp4,611
1057,0,1174,425,1404,765,1289,595,palm,0,no_wave_test.mp4,611
1058,0,1169,422,1399,768,1284,595,palm,0,no_wave_test.mp4,611
1059,0,1163,415,1392,763,1277,589,palm,0,no_wave_test.mp4,611
1060,0,1161,413,1390,763,1275,588,palm,0,no_wave_test.mp4,611
1061,0,1159,411,1389,751,1274,581,palm,0,no_wave_test.mp4,611
1062,0,1160,413,1387,745,1273,579,palm,0,no_wave_test.mp4,611
1063,0,1164,413,1387,738,1275,575,palm,0,no_wave_test.mp4,611
1064,0,1162,413,1385,736,1273,574,palm,0,no_wave_test.mp4,611
1065,0,1166,410,1385,734,1275,572,palm,0,no_wave_test.mp4,611
1066,0,1166,406,1389,734,1277,570,palm,0,no_wave_test.mp4,611
1067,0,1158,403,1388,737,1273,570,palm,0,no_wave_test.mp4,611
1068,0,1154,400,1387,736,1270,568,palm,0,no_wave_test.mp4,611
1069,0,1143,400,1375,737,1259,568,palm,0,no_wave_test.mp4,611
1070,0,1138,399,1369,734,1253,566,palm,0,no_wave_test.mp4,611
1071,0,1131,399,1363,734,1247,566,palm,0,no_wave_test.mp4,611
1072,0,1124,398,1359,735,1241,566,palm,0,no_wave_test.mp4,611
1073,0,1121,399,1358,737,1239,568,palm,0,no_wave_test.mp4,611
1074,0,1126,399,1363,739,1244,569,palm,0,no_wave_test.mp4,611
1075,0,1123,397,1359,737,1241,567,palm,0,no_wave_test.mp4,611
1076,0,1122,396,1358,737,1240,566,palm,0,no_wave_test.mp4,611
1077,0,1122,395,1358,734,1240,564,palm,0,no_wave_test.mp4,611
1078,0,1115,395,1350,732,1232,563,palm,0,no_wave_test.mp4,611
1079,0,1114,395,1348,727,1231,561,palm,0,no_wave_test.mp4,611
1080,0,1113,393,1345,720,1229,556,palm,0,no_wave_test.mp4,611
1081,0,1108,395,1340,719,1224,557,palm,0,no_wave_test.mp4,611
1082,0,1109,394,1339,708,1224,551,palm,0,no_wave_test.mp4,611
1083,0,1113,395,1339,699,1226,547,palm,0,no_wave_test.mp4,611
1084,0,1111,401,1337,707,1224,554,palm,0,no_wave_test.mp4,611
1085,0,1099,405,1325,716,1212,560,palm,0,no_wave_test.mp4,611
1086,0,1093,403,1322,716,1207,559,palm,0,no_wave_test.mp4,611
1087,0,1089,399,1321,709,1205,554,palm,0,no_wave_test.mp4,611
1088,0,1087,399,1320,703,1203,551,palm,0,no_wave_test.mp4,611
1059,0,1163,415,1392,763,1277,589,palm,0,no_wave_test.mp4,612
1060,0,1161,413,1390,763,1275,588,palm,0,no_wave_test.mp4,612
1061,0,1159,411,1389,751,1274,581,palm,0,no_wave_test.mp4,612
1062,0,1160,413,1387,745,1273,579,palm,0,no_wave_test.mp4,612
1063,0,1164,413,1387,738,1275,575,palm,0,no_wave_test.mp4,612
1064,0,1162,413,1385,736,1273,574,palm,0,no_wave_test.mp4,612
1065,0,1166,410,1385,734,1275,572,palm,0,no_wave_test.mp4,612
1066,0,1166,406,1389,734,1277,570,palm,0,no_wave_test.mp4,612
1067,0,1158,403,1388,737,1273,570,palm,0,no_wave_test.mp4,612
1068,0,1154,400,1387,736,1270,568,palm,0,no_wave_test.mp4,612
1069,0,1143,400,1375,737,1259,568,palm,0,no_wave_test.mp4,612
1070,0,1138,399,1369,734,1253,566,palm,0,no_wave_test.mp4,612
1071,0,1131,399,1363,734,1247,566,palm,0,no_wave_test.mp4,612
1072,0,1124,398,1359,735,1241,566,palm,0,no_wave_test.mp4,612
1073,0,1121,399,1358,737,1239,568,palm,0,no_wave_test.mp4,612
1074,0,1126,399,1363,739,1244,569,palm,0,no_wave_test.mp4,612
1075,0,1123,397,1359,737,1241,567,palm,0,no_wave_test.mp4,612
1076,0,1122,396,1358,737,1240,566,palm,0,no_wave_test.mp4,612
1077,0,1122,395,1358,734,1240,564,palm,0,no_wave_test.mp4,612
1078,0,1115,395,1350,732,1232,563,palm,0,no_wave_test.mp4,612
1079,0,1114,395,1348,727,1231,561,palm,0,no_wave_test.mp4,612
1080,0,1113,393,1345,720,1229,556,palm,0,no_wave_test.mp4,612
1081,0,1108,395,1340,719,1224,557,palm,0,no_wave_test.mp4,612
1082,0,1109,394,1339,708,1224,551,palm,0,no_wave_test.mp4,612
1083,0,1113,395,1339,699,1226,547,palm,0,no_wave_test.mp4,612
1084,0,1111,401,1337,707,1224,554,palm,0,no_wave_test.mp4,612
1085,0,1099,405,1325,716,1212,560,palm,0,no_wave_test.mp4,612
1086,0,1093,403,1322,716,1207,559,palm,0,no_wave_test.mp4,612
1087,0,1089,399,1321,709,1205,554,palm,0,no_wave_test.mp4,612
1088,0,1087,399,1320,703,1203,551,palm,0,no_wave_test.mp4,612
1089,0,1085,400,1316,696,1200,548,palm,0,no_wave_test.mp4,612
1090,0,1086,403,1315,693,1200,548,palm,0,no_wave_test.mp4,612
1091,0,1089,408,1312,692,1200,550,palm,0,no_wave_test.mp4,612
1092,0,1096,417,1308,695,1202,556,palm,0,no_wave_test.mp4,612
1093,0,1090,421,1304,702,1197,561,palm,0,no_wave_test.mp4,612
1094,0,1099,427,1301,705,1200,566,palm,0,no_wave_test.mp4,612
1095,0,1099,429,1298,704,1198,566,palm,0,no_wave_test.mp4,612
1096,0,1102,431,1297,701,1199,566,palm,0,no_wave_test.mp4,612
1097,0,1096,431,1296,702,1196,566,palm,0,no_wave_test.mp4,612
1098,0,1095,431,1295,701,1195,566,palm,0,no_wave_test.mp4,612
1069,0,1143,400,1375,737,1259,568,palm,0,no_wave_test.mp4,613
1070,0,1138,399,1369,734,1253,566,palm,0,no_wave_test.mp4,613
1071,0,1131,399,1363,734,1247,566,palm,0,no_wave_test.mp4,613
1072,0,1124,398,1359,735,1241,566,palm,0,no_wave_test.mp4,613
1073,0,1121,399,1358,737,1239,568,palm,0,no_wave_test.mp4,613
1074,0,1126,399,1363,739,1244,569,palm,0,no_wave_test.mp4,613
1075,0,1123,397,1359,737,1241,567,palm,0,no_wave_test.mp4,613
1076,0,1122,396,1358,737,1240,566,palm,0,no_wave_test.mp4,613
1077,0,1122,395,1358,734,1240,564,palm,0,no_wave_test.mp4,613
1078,0,1115,395,1350,732,1232,563,palm,0,no_wave_test.mp4,613
1079,0,1114,395,1348,727,1231,561,palm,0,no_wave_test.mp4,613
1080,0,1113,393,1345,720,1229,556,palm,0,no_wave_test.mp4,613
1081,0,1108,395,1340,719,1224,557,palm,0,no_wave_test.mp4,613
1082,0,1109,394,1339,708,1224,551,palm,0,no_wave_test.mp4,613
1083,0,1113,395,1339,699,1226,547,palm,0,no_wave_test.mp4,613
1084,0,1111,401,1337,707,1224,554,palm,0,no_wave_test.mp4,613
1085,0,1099,405,1325,716,1212,560,palm,0,no_wave_test.mp4,613
1086,0,1093,403,1322,716,1207,559,palm,0,no_wave_test.mp4,613
1087,0,1089,399,1321,709,1205,554,palm,0,no_wave_test.mp4,613
1088,0,1087,399,1320,703,1203,551,palm,0,no_wave_test.mp4,613
1089,0,1085,400,1316,696,1200,548,palm,0,no_wave_test.mp4,613
1090,0,1086,403,1315,693,1200,548,palm,0,no_wave_test.mp4,613
1091,0,1089,408,1312,692,1200,550,palm,0,no_wave_test.mp4,613
1092,0,1096,417,1308,695,1202,556,palm,0,no_wave_test.mp4,613
1093,0,1090,421,1304,702,1197,561,palm,0,no_wave_test.mp4,613
1094,0,1099,427,1301,705,1200,566,palm,0,no_wave_test.mp4,613
1095,0,1099,429,1298,704,1198,566,palm,0,no_wave_test.mp4,613
1096,0,1102,431,1297,701,1199,566,palm,0,no_wave_test.mp4,613
1097,0,1096,431,1296,702,1196,566,palm,0,no_wave_test.mp4,613
1098,0,1095,431,1295,701,1195,566,palm,0,no_wave_test.mp4,613
1099,0,1095,429,1298,700,1196,564,palm,0,no_wave_test.mp4,613
1100,0,1093,429,1298,699,1195,564,palm,0,no_wave_test.mp4,613
1101,0,1087,428,1296,701,1191,564,palm,0,no_wave_test.mp4,613
1102,0,1085,427,1294,701,1189,564,palm,0,no_wave_test.mp4,613
1103,0,1081,424,1292,698,1186,561,palm,0,no_wave_test.mp4,613
1104,0,1077,423,1287,694,1182,558,palm,0,no_wave_test.mp4,613
1105,0,1073,424,1282,694,1177,559,palm,0,no_wave_test.mp4,613
1106,0,1062,423,1274,692,1168,557,palm,0,no_wave_test.mp4,613
1107,0,1053,421,1265,691,1159,556,palm,0,no_wave_test.mp4,613
1108,0,1047,418,1258,686,1152,552,palm,0,no_wave_test.mp4,613
1079,0,1114,395,1348,727,1231,561,palm,0,no_wave_test.mp4,614
1080,0,1113,393,1345,720,1229,556,palm,0,no_wave_test.mp4,614
1081,0,1108,395,1340,719,1224,557,palm,0,no_wave_test.mp4,614
1082,0,1109,394,1339,708,1224,551,palm,0,no_wave_test.mp4,614
1083,0,1113,395,1339,699,1226,547,palm,0,no_wave_test.mp4,614
1084,0,1111,401,1337,707,1224,554,palm,0,no_wave_test.mp4,614
1085,0,1099,405,1325,716,1212,560,palm,0,no_wave_test.mp4,614
1086,0,1093,403,1322,716,1207,559,palm,0,no_wave_test.mp4,614
1087,0,1089,399,1321,709,1205,554,palm,0,no_wave_test.mp4,614
1088,0,1087,399,1320,703,1203,551,palm,0,no_wave_test.mp4,614
1089,0,1085,400,1316,696,1200,548,palm,0,no_wave_test.mp4,614
1090,0,1086,403,1315,693,1200,548,palm,0,no_wave_test.mp4,614
1091,0,1089,408,1312,692,1200,550,palm,0,no_wave_test.mp4,614
1092,0,1096,417,1308,695,1202,556,palm,0,no_wave_test.mp4,614
1093,0,1090,421,1304,702,1197,561,palm,0,no_wave_test.mp4,614
1094,0,1099,427,1301,705,1200,566,palm,0,no_wave_test.mp4,614
1095,0,1099,429,1298,704,1198,566,palm,0,no_wave_test.mp4,614
1096,0,1102,431,1297,701,1199,566,palm,0,no_wave_test.mp4,614
1097,0,1096,431,1296,702,1196,566,palm,0,no_wave_test.mp4,614
1098,0,1095,431,1295,701,1195,566,palm,0,no_wave_test.mp4,614
1099,0,1095,429,1298,700,1196,564,palm,0,no_wave_test.mp4,614
1100,0,1093,429,1298,699,1195,564,palm,0,no_wave_test.mp4,614
1101,0,1087,428,1296,701,1191,564,palm,0,no_wave_test.mp4,614
1102,0,1085,427,1294,701,1189,564,palm,0,no_wave_test.mp4,614
1103,0,1081,424,1292,698,1186,561,palm,0,no_wave_test.mp4,614
1104,0,1077,423,1287,694,1182,558,palm,0,no_wave_test.mp4,614
1105,0,1073,424,1282,694,1177,559,palm,0,no_wave_test.mp4,614
1106,0,1062,423,1274,692,1168,557,palm,0,no_wave_test.mp4,614
1107,0,1053,421,1265,691,1159,556,palm,0,no_wave_test.mp4,614
1108,0,1047,418,1258,686,1152,552,palm,0,no_wave_test.mp4,614
1109,0,1047,416,1251,679,1149,547,palm,0,no_wave_test.mp4,614
1110,0,1045,414,1245,673,1145,543,palm,0,no_wave_test.mp4,614
1111,0,1031,408,1236,670,1133,539,palm,0,no_wave_test.mp4,614
1112,0,1023,403,1234,668,1128,535,palm,0,no_wave_test.mp4,614
1113,0,1019,402,1232,667,1125,534,palm,0,no_wave_test.mp4,614
1114,0,1017,400,1230,665,1123,532,palm,0,no_wave_test.mp4,614
1115,0,1017,397,1231,662,1124,529,palm,0,no_wave_test.mp4,614
1116,0,1021,396,1234,658,1127,527,palm,0,no_wave_test.mp4,614
1117,0,1029,392,1241,653,1135,522,palm,0,no_wave_test.mp4,614
1118,0,1041,389,1248,647,1144,518,palm,0,no_wave_test.mp4,614
1089,0,1085,400,1316,696,1200,548,palm,0,no_wave_test.mp4,615
1090,0,1086,403,1315,693,1200,548,palm,0,no_wave_test.mp4,615
1091,0,1089,408,1312,692,1200,550,palm,0,no_wave_test.mp4,615
1092,0,1096,417,1308,695,1202,556,palm,0,no_wave_test.mp4,615
1093,0,1090,421,1304,702,1197,561,palm,0,no_wave_test.mp4,615
1094,0,1099,427,1301,705,1200,566,palm,0,no_wave_test.mp4,615
1095,0,1099,429,1298,704,1198,566,palm,0,no_wave_test.mp4,615
1096,0,1102,431,1297,701,1199,566,palm,0,no_wave_test.mp4,615
1097,0,1096,431,1296,702,1196,566,palm,0,no_wave_test.mp4,615
1098,0,1095,431,1295,701,1195,566,palm,0,no_wave_test.mp4,615
1099,0,1095,429,1298,700,1196,564,palm,0,no_wave_test.mp4,615
1100,0,1093,429,1298,699,1195,564,palm,0,no_wave_test.mp4,615
1101,0,1087,428,1296,701,1191,564,palm,0,no_wave_test.mp4,615
1102,0,1085,427,1294,701,1189,564,palm,0,no_wave_test.mp4,615
1103,0,1081,424,1292,698,1186,561,palm,0,no_wave_test.mp4,615
1104,0,1077,423,1287,694,1182,558,palm,0,no_wave_test.mp4,615
1105,0,1073,424,1282,694,1177,559,palm,0,no_wave_test.mp4,615
1106,0,1062,423,1274,692,1168,557,palm,0,no_wave_test.mp4,615
1107,0,1053,421,1265,691,1159,556,palm,0,no_wave_test.mp4,615
1108,0,1047,418,1258,686,1152,552,palm,0,no_wave_test.mp4,615
1109,0,1047,416,1251,679,1149,547,palm,0,no_wave_test.mp4,615
1110,0,1045,414,1245,673,1145,543,palm,0,no_wave_test.mp4,615
1111,0,1031,408,1236,670,1133,539,palm,0,no_wave_test.mp4,615
1112,0,1023,403,1234,668,1128,535,palm,0,no_wave_test.mp4,615
1113,0,1019,402,1232,667,1125,534,palm,0,no_wave_test.mp4,615
1114,0,1017,400,1230,665,1123,532,palm,0,no_wave_test.mp4,615
1115,0,1017,397,1231,662,1124,529,palm,0,no_wave_test.mp4,615
1116,0,1021,396,1234,658,1127,527,palm,0,no_wave_test.mp4,615
1117,0,1029,392,1241,653,1135,522,palm,0,no_wave_test.mp4,615
1118,0,1041,389,1248,647,1144,518,palm,0,no_wave_test.mp4,615
1119,0,1053,388,1253,639,1153,513,palm,0,no_wave_test.mp4,615
1120,0,1054,382,1254,634,1154,508,palm,0,no_wave_test.mp4,615
1121,0,1055,377,1258,632,1156,504,palm,0,no_wave_test.mp4,615
1122,0,1068,371,1270,623,1169,497,palm,0,no_wave_test.mp4,615
1123,0,1071,364,1275,617,1173,490,palm,0,no_wave_test.mp4,615
1124,0,1077,361,1283,614,1180,487,palm,0,no_wave_test.mp4,615
1125,0,1086,362,1289,612,1187,487,palm,0,no_wave_test.mp4,615
1126,0,1092,359,1296,612,1194,485,palm,0,no_wave_test.mp4,615
1127,0,1100,355,1308,609,1204,482,palm,0,no_wave_test.mp4,615
1128,0,1107,352,1315,604,1211,478,palm,0,no_wave_test.mp4,615
1099,0,1095,429,1298,700,1196,564,palm,0,no_wave_test.mp4,616
1100,0,1093,429,1298,699,1195,564,palm,0,no_wave_test.mp4,616
1101,0,1087,428,1296,701,1191,564,palm,0,no_wave_test.mp4,616
1102,0,1085,427,1294,701,1189,564,palm,0,no_wave_test.mp4,616
1103,0,1081,424,1292,698,1186,561,palm,0,no_wave_test.mp4,616
1104,0,1077,423,1287,694,1182,558,palm,0,no_wave_test.mp4,616
1105,0,1073,424,1282,694,1177,559,palm,0,no_wave_test.mp4,616
1106,0,1062,423,1274,692,1168,557,palm,0,no_wave_test.mp4,616
1107,0,1053,421,1265,691,1159,556,palm,0,no_wave_test.mp4,616
1108,0,1047,418,1258,686,1152,552,palm,0,no_wave_test.mp4,616
1109,0,1047,416,1251,679,1149,547,palm,0,no_wave_test.mp4,616
1110,0,1045,414,1245,673,1145,543,palm,0,no_wave_test.mp4,616
1111,0,1031,408,1236,670,1133,539,palm,0,no_wave_test.mp4,616
1112,0,1023,403,1234,668,1128,535,palm,0,no_wave_test.mp4,616
